
Day 0 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
15,           14,     1639,       0,      0,       1639
15,           15,      582,       0,      0,        582
15,           16,     1153,       0,      0,       1153
15,           17,      596,       0,      0,        596
15,           18,      602,       0,      0,        602
15,           19,      548,       0,      0,        548


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
16,            0,     1414,     135,      0,       1549
16,            1,     1039,       0,      0,       1039
16,            2,     1981,      22,      0,       2003
16,            3,     3080,      38,     88,       3206
16,            4,      460,       0,      0,        460
16,            5,      516,       0,      0,        516
16,            6,      501,       0,      0,        501
16,            7,      470,       0,      0,        470
16,            8,     1117,       0,      0,       1117
16,            9,      976,      11,      0,        987
16,           10,     1495,       0,      0,       1495
16,           11,      489,       0,      0,        489
16,           12,      485,      42,      0,        527
16,           13,      544,       0,      0,        544
16,           14,     1618,       0,      0,       1618
16,           15,      586,       0,      0,        586
16,           16,     1124,       0,      0,       1124
16,           17,      608,       0,      0,        608
16,           18,      605,       0,      0,        605
16,           19,      558,       0,      0,        558


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
17,            0,     1433,     156,      0,       1589
17,            1,     1029,       0,      0,       1029
17,            2,     1958,      22,      0,       1980
17,            3,     3077,      42,     95,       3214
17,            4,      449,       0,      0,        449
17,            5,      515,       0,      0,        515
17,            6,      502,       0,      0,        502
17,            7,      479,       0,      0,        479
17,            8,     1104,       0,      0,       1104
17,            9,      985,      21,      0,       1006
17,           10,     1520,       0,      0,       1520
17,           11,      471,       0,      0,        471
17,           12,      470,      37,      0,        507
17,           13,      547,       0,      0,        547
17,           14,     1632,       0,      0,       1632
17,           15,      589,       0,      0,        589
17,           16,     1103,       0,      0,       1103
17,           17,      606,       0,      0,        606
17,           18,      593,       0,      0,        593
17,           19,      567,       0,      0,        567


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
18,            0,     1440,     175,      0,       1615
18,            1,     1017,       0,      0,       1017
18,            2,     1947,      31,      0,       1978
18,            3,     3070,      34,     98,       3202
18,            4,      467,       0,      0,        467
18,            5,      518,       0,      0,        518
18,            6,      482,       0,      0,        482
18,            7,      484,       0,      0,        484
18,            8,     1093,       0,      0,       1093
18,            9,      991,      31,      0,       1022
18,           10,     1519,       0,      0,       1519
18,           11,      458,       0,      0,        458
18,           12,      461,      29,      0,        490
18,           13,      555,       0,      0,        555
18,           14,     1673,       0,      0,       1673
18,           15,      581,       0,      0,        581
18,           16,     1091,       0,      0,       1091
18,           17,      610,       0,      0,        610
18,           18,      578,       0,      0,        578
18,           19,      569,       0,      0,        569


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
19,            0,     1410,     196,      0,       1606
19,            1,     1025,       0,      0,       1025
19,            2,     1919,      39,      0,       1958
19,            3,     3087,      33,    102,       3222
19,            4,      471,       0,      0,        471
19,            5,      517,       0,      0,        517
19,            6,      498,       0,      0,        498
19,            7,      480,       0,      0,        480
19,            8,     1092,       0,      0,       1092
19,            9,      957,      39,      0,        996
19,           10,     1513,       0,      0,       1513
19,           11,      462,       0,      0,        462
19,           12,      481,      23,      0,        504
19,           13,      570,       0,      0,        570
19,           14,     1676,       0,      0,       1676
19,           15,      564,       0,      0,        564
19,           16,     1098,       0,      0,       1098
19,           17,      604,       0,      0,        604
19,           18,      585,       0,      0,        585
19,           19,      561,       0,      0,        561


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
20,            0,     1404,     224,      0,       1628
20,            1,     1015,       0,      0,       1015
20,            2,     1946,      34,      0,       1980
20,            3,     3027,      40,    116,       3183
20,            4,      473,       0,      0,        473
20,            5,      522,       0,      0,        522
20,            6,      487,       0,      0,        487
20,            7,      467,       0,      0,        467
20,            8,     1099,       0,      0,       1099
20,            9,      964,      48,      0,       1012
20,           10,     1547,       0,      0,       1547
20,           11,      462,       0,      0,        462
20,           12,      487,      21,      0,        508
20,           13,      556,       0,      0,        556
20,           14,     1681,       0,      0,       1681
20,           15,      575,       0,      0,        575
20,           16,     1103,       0,      0,       1103
20,           17,      580,       0,      0,        580
20,           18,      563,       0,      0,        563
20,           19,      561,       0,      0,        561


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
21,            0,     1387,     252,      0,       1639
21,            1,     1013,       0,      0,       1013
21,            2,     1971,      39,      0,       2010
21,            3,     3003,      43,    124,       3170
21,            4,      477,       0,      0,        477
21,            5,      524,       0,      0,        524
21,            6,      497,       0,      0,        497
21,            7,      456,       0,      0,        456
21,            8,     1082,       0,      0,       1082
21,            9,      956,      60,      0,       1016
21,           10,     1569,       0,      0,       1569
21,           11,      458,       0,      0,        458
21,           12,      487,      18,      0,        505
21,           13,      535,       0,      0,        535
21,           14,     1678,       0,      0,       1678
21,           15,      582,       0,      0,        582
21,           16,     1105,       0,      0,       1105
21,           17,      571,       0,      0,        571
21,           18,      558,       0,      0,        558
21,           19,      557,       0,      0,        557


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
22,            0,     1386,     284,      0,       1670
22,            1,     1016,       0,      0,       1016
22,            2,     1926,      41,      0,       1967
22,            3,     2982,      50,    143,       3175
22,            4,      463,       0,      0,        463
22,            5,      515,       0,      0,        515
22,            6,      500,       0,      0,        500
22,            7,      470,       0,      0,        470
22,            8,     1073,       0,      0,       1073
22,            9,      954,      67,      0,       1021
22,           10,     1572,       0,      0,       1572
22,           11,      459,       0,      0,        459
22,           12,      480,      18,      0,        498
22,           13,      542,       0,      0,        542
22,           14,     1658,       0,      0,       1658
22,           15,      591,       0,      0,        591
22,           16,     1105,       0,      0,       1105
22,           17,      570,       0,      0,        570
22,           18,      566,       0,      0,        566
22,           19,      571,       0,      0,        571


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
23,            0,     1387,     324,      0,       1711
23,            1,     1006,       0,      0,       1006
23,            2,     1948,      50,      0,       1998
23,            3,     2937,      63,    153,       3153
23,            4,      467,       0,      0,        467
23,            5,      515,       0,      0,        515
23,            6,      491,       0,      0,        491
23,            7,      473,       0,      0,        473
23,            8,     1076,       0,      0,       1076
23,            9,      938,      83,      0,       1021
23,           10,     1554,       0,      0,       1554
23,           11,      457,       0,      0,        457
23,           12,      476,      17,      0,        493
23,           13,      545,       0,      0,        545
23,           14,     1672,       0,      0,       1672
23,           15,      598,       0,      0,        598
23,           16,     1104,       0,      0,       1104
23,           17,      566,       0,      0,        566
23,           18,      544,       0,      0,        544
23,           19,      558,       0,      0,        558


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
24,            0,     1349,     368,      0,       1717
24,            1,     1011,       0,      0,       1011
24,            2,     1936,      60,      0,       1996
24,            3,     2875,      67,    170,       3112
24,            4,      471,       0,      0,        471
24,            5,      523,       0,      0,        523
24,            6,      491,       0,      0,        491
24,            7,      476,       0,      0,        476
24,            8,     1065,       0,      0,       1065
24,            9,      954,      92,      0,       1046
24,           10,     1589,       0,      0,       1589
24,           11,      472,       0,      0,        472
24,           12,      466,      15,      0,        481
24,           13,      536,       0,      0,        536
24,           14,     1667,       0,      0,       1667
24,           15,      592,       0,      0,        592
24,           16,     1089,       0,      0,       1089
24,           17,      557,       0,      0,        557
24,           18,      541,       0,      0,        541
24,           19,      570,       0,      0,        570


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 1,            0,     1319,     401,      0,       1720
 1,            1,     1001,       0,      0,       1001
 1,            2,     1941,      68,      0,       2009
 1,            3,     2798,      64,    179,       3041
 1,            4,      474,       0,      0,        474
 1,            5,      540,       0,      0,        540
 1,            6,      507,       0,      0,        507
 1,            7,      488,       0,      0,        488
 1,            8,     1065,       0,      0,       1065
 1,            9,      960,     105,      0,       1065
 1,           10,     1585,       0,      0,       1585
 1,           11,      471,       0,      0,        471
 1,           12,      463,      14,      0,        477
 1,           13,      529,       0,      0,        529
 1,           14,     1671,       0,      0,       1671
 1,           15,      597,       0,      0,        597
 1,           16,     1081,       0,      0,       1081
 1,           17,      560,       0,      0,        560
 1,           18,      549,       0,      0,        549
 1,           19,      572,       0,      0,        572


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 2,            0,     1296,     445,      0,       1741
 2,            1,     1005,       0,      0,       1005
 2,            2,     1935,      76,      0,       2011
 2,            3,     2774,      71,    190,       3035
 2,            4,      476,       0,      0,        476
 2,            5,      534,       0,      0,        534
 2,            6,      498,       0,      0,        498
 2,            7,      485,       0,      0,        485
 2,            8,     1064,       0,      0,       1064
 2,            9,      941,     114,      0,       1055
 2,           10,     1601,       0,      0,       1601
 2,           11,      469,       0,      0,        469
 2,           12,      469,      13,      0,        482
 2,           13,      520,       0,      0,        520
 2,           14,     1659,       0,      0,       1659
 2,           15,      600,       0,      0,        600
 2,           16,     1064,       0,      0,       1064
 2,           17,      570,       0,      0,        570
 2,           18,      555,       0,      0,        555
 2,           19,      578,       0,      0,        578


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 3,            0,     1298,     489,      0,       1787
 3,            1,     1004,       0,      0,       1004
 3,            2,     1944,      84,      0,       2028
 3,            3,     2735,      78,    207,       3020
 3,            4,      464,       0,      0,        464
 3,            5,      531,       0,      0,        531
 3,            6,      493,       0,      0,        493
 3,            7,      488,       0,      0,        488
 3,            8,     1048,       0,      0,       1048
 3,            9,      929,     127,      0,       1056
 3,           10,     1584,       0,      0,       1584
 3,           11,      457,       0,      0,        457
 3,           12,      469,      13,      0,        482
 3,           13,      526,       0,      0,        526
 3,           14,     1658,       0,      0,       1658
 3,           15,      582,       0,      0,        582
 3,           16,     1074,       0,      0,       1074
 3,           17,      564,       0,      0,        564
 3,           18,      566,       0,      0,        566
 3,           19,      590,       0,      0,        590


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 4,            0,     1282,     544,      0,       1826
 4,            1,     1014,       0,      0,       1014
 4,            2,     1907,      84,      0,       1991
 4,            3,     2701,      94,    218,       3013
 4,            4,      478,       0,      0,        478
 4,            5,      517,       0,      0,        517
 4,            6,      503,       0,      0,        503
 4,            7,      483,       0,      0,        483
 4,            8,     1031,       0,      0,       1031
 4,            9,      932,     141,      0,       1073
 4,           10,     1598,       0,      0,       1598
 4,           11,      443,       0,      0,        443
 4,           12,      468,      11,      0,        479
 4,           13,      526,       0,      0,        526
 4,           14,     1670,       0,      0,       1670
 4,           15,      575,       0,      0,        575
 4,           16,     1058,       0,      0,       1058
 4,           17,      574,       0,      0,        574
 4,           18,      553,       0,      0,        553
 4,           19,      597,       0,      0,        597


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 5,            0,     1279,     603,      0,       1882
 5,            1,     1008,       0,      0,       1008
 5,            2,     1904,      79,      0,       1983
 5,            3,     2714,     103,    241,       3058
 5,            4,      462,       0,      0,        462
 5,            5,      501,       0,      0,        501
 5,            6,      507,       0,      0,        507
 5,            7,      473,       0,      0,        473
 5,            8,     1036,       0,      0,       1036
 5,            9,      915,     152,      0,       1067
 5,           10,     1564,       0,      0,       1564
 5,           11,      438,       0,      0,        438
 5,           12,      474,      10,      0,        484
 5,           13,      538,       0,      0,        538
 5,           14,     1650,       0,      0,       1650
 5,           15,      585,       0,      0,        585
 5,           16,     1079,       0,      0,       1079
 5,           17,      561,       0,      0,        561
 5,           18,      539,       0,      0,        539
 5,           19,      587,       0,      0,        587


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 6,            0,     1272,     657,      0,       1929
 6,            1,     1002,       0,      0,       1002
 6,            2,     1892,      83,      0,       1975
 6,            3,     2703,     107,    261,       3071
 6,            4,      457,       0,      0,        457
 6,            5,      492,       0,      0,        492
 6,            6,      503,       0,      0,        503
 6,            7,      476,       0,      0,        476
 6,            8,     1031,       0,      0,       1031
 6,            9,      931,     168,      0,       1099
 6,           10,     1559,       0,      0,       1559
 6,           11,      434,       0,      0,        434
 6,           12,      450,       9,      0,        459
 6,           13,      544,       0,      0,        544
 6,           14,     1630,       0,      0,       1630
 6,           15,      585,       0,      0,        585
 6,           16,     1075,       0,      0,       1075
 6,           17,      566,       0,      0,        566
 6,           18,      540,       0,      0,        540
 6,           19,      575,       0,      0,        575


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 7,            0,     1236,     724,      0,       1960
 7,            1,      997,       0,      0,        997
 7,            2,     1897,     102,      0,       1999
 7,            3,     2655,     110,    288,       3053
 7,            4,      465,       0,      0,        465
 7,            5,      480,       0,      0,        480
 7,            6,      490,       0,      0,        490
 7,            7,      474,       0,      0,        474
 7,            8,     1040,       0,      0,       1040
 7,            9,      910,     184,      0,       1094
 7,           10,     1548,       0,      0,       1548
 7,           11,      423,       0,      0,        423
 7,           12,      458,       7,      0,        465
 7,           13,      552,       0,      0,        552
 7,           14,     1636,       0,      0,       1636
 7,           15,      577,       0,      0,        577
 7,           16,     1058,       0,      0,       1058
 7,           17,      578,       0,      0,        578
 7,           18,      545,       0,      0,        545
 7,           19,      568,       0,      0,        568


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 8,            0,     1210,     794,      0,       2004
 8,            1,      993,       0,      0,        993
 8,            2,     1870,     121,      0,       1991
 8,            3,     2619,     119,    314,       3052
 8,            4,      461,       0,      0,        461
 8,            5,      482,       0,      0,        482
 8,            6,      490,       0,      0,        490
 8,            7,      470,       0,      0,        470
 8,            8,     1046,       0,      0,       1046
 8,            9,      868,     199,      0,       1067
 8,           10,     1556,       0,      0,       1556
 8,           11,      414,       0,      0,        414
 8,           12,      472,       7,      0,        479
 8,           13,      550,       0,      0,        550
 8,           14,     1637,       0,      0,       1637
 8,           15,      571,       0,      0,        571
 8,           16,     1051,       0,      0,       1051
 8,           17,      585,       0,      0,        585
 8,           18,      549,       0,      0,        549
 8,           19,      554,       0,      0,        554


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 9,            0,     1201,     872,      0,       2073
 9,            1,      972,       0,      0,        972
 9,            2,     1823,     126,      0,       1949
 9,            3,     2605,     132,    340,       3077
 9,            4,      462,       0,      0,        462
 9,            5,      480,       0,      0,        480
 9,            6,      496,       0,      0,        496
 9,            7,      462,       0,      0,        462
 9,            8,     1034,       0,      0,       1034
 9,            9,      871,     210,      0,       1081
 9,           10,     1565,       0,      0,       1565
 9,           11,      405,       0,      0,        405
 9,           12,      469,       7,      0,        476
 9,           13,      537,       0,      0,        537
 9,           14,     1626,       0,      0,       1626
 9,           15,      572,       0,      0,        572
 9,           16,     1074,       0,      0,       1074
 9,           17,      562,       0,      0,        562
 9,           18,      557,       0,      0,        557
 9,           19,      542,       0,      0,        542


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
10,            0,     1155,     953,      0,       2108
10,            1,      964,       0,      0,        964
10,            2,     1820,     141,      0,       1961
10,            3,     2537,     142,    369,       3048
10,            4,      453,       0,      0,        453
10,            5,      472,       0,      0,        472
10,            6,      494,       0,      0,        494
10,            7,      467,       0,      0,        467
10,            8,     1043,       0,      0,       1043
10,            9,      856,     220,      0,       1076
10,           10,     1558,       0,      0,       1558
10,           11,      407,       0,      0,        407
10,           12,      484,       7,      0,        491
10,           13,      536,       0,      0,        536
10,           14,     1639,       0,      0,       1639
10,           15,      560,       0,      0,        560
10,           16,     1071,       0,      0,       1071
10,           17,      561,       0,      0,        561
10,           18,      558,       0,      0,        558
10,           19,      535,       0,      0,        535


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
11,            0,     1124,    1020,      0,       2144
11,            1,      972,       0,      0,        972
11,            2,     1821,     159,      0,       1980
11,            3,     2496,     144,    401,       3041
11,            4,      458,       0,      0,        458
11,            5,      470,       0,      0,        470
11,            6,      491,       0,      0,        491
11,            7,      458,       0,      0,        458
11,            8,     1037,       0,      0,       1037
11,            9,      828,     237,      0,       1065
11,           10,     1541,       0,      0,       1541
11,           11,      394,       0,      0,        394
11,           12,      481,       5,      0,        486
11,           13,      548,       0,      0,        548
11,           14,     1624,       0,      0,       1624
11,           15,      571,       0,      0,        571
11,           16,     1077,       0,      0,       1077
11,           17,      555,       0,      0,        555
11,           18,      548,       0,      0,        548
11,           19,      542,       0,      0,        542


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
12,            0,     1067,    1120,      0,       2187
12,            1,      976,       0,      0,        976
12,            2,     1807,     163,      0,       1970
12,            3,     2450,     159,    427,       3036
12,            4,      449,       0,      0,        449
12,            5,      480,       0,      0,        480
12,            6,      492,       0,      0,        492
12,            7,      451,       0,      0,        451
12,            8,     1024,       0,      0,       1024
12,            9,      820,     256,      0,       1076
12,           10,     1516,       0,      0,       1516
12,           11,      400,       0,      0,        400
12,           12,      478,       4,      0,        482
12,           13,      540,       0,      0,        540
12,           14,     1627,       0,      0,       1627
12,           15,      556,       0,      0,        556
12,           16,     1080,       0,      0,       1080
12,           17,      570,       0,      0,        570
12,           18,      555,       0,      0,        555
12,           19,      535,       0,      0,        535


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
13,            0,     1003,    1222,      0,       2225
13,            1,      974,       0,      0,        974
13,            2,     1795,     182,      0,       1977
13,            3,     2375,     177,    469,       3021
13,            4,      447,       0,      0,        447
13,            5,      477,       0,      0,        477
13,            6,      481,       0,      0,        481
13,            7,      442,       0,      0,        442
13,            8,     1013,       0,      0,       1013
13,            9,      815,     279,      0,       1094
13,           10,     1520,       0,      0,       1520
13,           11,      416,       0,      0,        416
13,           12,      471,       4,      0,        475
13,           13,      540,       0,      0,        540
13,           14,     1638,       0,      0,       1638
13,           15,      543,       0,      0,        543
13,           16,     1073,       0,      0,       1073
13,           17,      566,       0,      0,        566
13,           18,      545,       0,      0,        545
13,           19,      535,       0,      0,        535


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
14,            0,      979,    1310,      0,       2289
14,            1,      972,       0,      0,        972
14,            2,     1798,     187,      0,       1985
14,            3,     2284,     212,    512,       3008
14,            4,      436,       0,      0,        436
14,            5,      474,       0,      0,        474
14,            6,      469,       0,      0,        469
14,            7,      452,       0,      0,        452
14,            8,     1005,       0,      0,       1005
14,            9,      794,     293,      0,       1087
14,           10,     1547,       0,      0,       1547
14,           11,      401,       0,      0,        401
14,           12,      479,       3,      0,        482
14,           13,      526,       0,      0,        526
14,           14,     1661,       0,      0,       1661
14,           15,      525,       0,      0,        525
14,           16,     1048,       0,      0,       1048
14,           17,      571,       0,      0,        571
14,           18,      532,       0,      0,        532
14,           19,      532,       0,      0,        532


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
15,            0,      934,    1422,      0,       2356
15,            1,      950,       0,      0,        950
15,            2,     1754,     200,      0,       1954
15,            3,     2204,     234,    559,       2997
15,            4,      435,       0,      0,        435
15,            5,      470,       0,      0,        470
15,            6,      477,       0,      0,        477
15,            7,      464,       0,      0,        464
15,            8,      981,       0,      0,        981
15,            9,      787,     312,      0,       1099
15,           10,     1512,       0,      0,       1512
15,           11,      401,       0,      0,        401
15,           12,      473,       3,      0,        476
15,           13,      550,       0,      0,        550
15,           14,     1662,       0,      0,       1662
15,           15,      524,       0,      0,        524
15,           16,     1059,       0,      0,       1059
15,           17,      559,       0,      0,        559
15,           18,      543,       0,      0,        543
15,           19,      533,       0,      0,        533


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
16,            0,      862,    1542,      0,       2404
16,            1,      963,       0,      0,        963
16,            2,     1738,     229,      0,       1967
16,            3,     2161,     230,    606,       2997
16,            4,      433,       0,      0,        433
16,            5,      461,       0,      0,        461
16,            6,      461,       0,      0,        461
16,            7,      454,       0,      0,        454
16,            8,      973,       0,      0,        973
16,            9,      755,     342,      0,       1097
16,           10,     1526,       0,      0,       1526
16,           11,      402,       0,      0,        402
16,           12,      471,       2,      0,        473
16,           13,      539,       0,      0,        539
16,           14,     1640,       0,      0,       1640
16,           15,      520,       0,      0,        520
16,           16,     1070,       0,      0,       1070
16,           17,      543,       0,      0,        543
16,           18,      557,       0,      0,        557
16,           19,      522,       0,      0,        522


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
17,            0,      847,    1618,      0,       2465
17,            1,      934,       0,      0,        934
17,            2,     1698,     255,      0,       1953
17,            3,     2125,     238,    652,       3015
17,            4,      428,       0,      0,        428
17,            5,      451,       0,      0,        451
17,            6,      463,       0,      0,        463
17,            7,      444,       0,      0,        444
17,            8,      971,       0,      0,        971
17,            9,      720,     368,      0,       1088
17,           10,     1535,       0,      0,       1535
17,           11,      397,       0,      0,        397
17,           12,      461,       1,      0,        462
17,           13,      540,       0,      0,        540
17,           14,     1665,       0,      0,       1665
17,           15,      518,       0,      0,        518
17,           16,     1071,       0,      0,       1071
17,           17,      542,       0,      0,        542
17,           18,      554,       0,      0,        554
17,           19,      506,       0,      0,        506


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
18,            0,      831,    1725,      0,       2556
18,            1,      919,       0,      0,        919
18,            2,     1698,     287,      0,       1985
18,            3,     2086,     237,    696,       3019
18,            4,      413,       0,      0,        413
18,            5,      437,       0,      0,        437
18,            6,      456,       0,      0,        456
18,            7,      436,       0,      0,        436
18,            8,      948,       0,      0,        948
18,            9,      702,     397,      0,       1099
18,           10,     1502,       0,      0,       1502
18,           11,      380,       0,      0,        380
18,           12,      457,       1,      0,        458
18,           13,      535,       0,      0,        535
18,           14,     1674,       0,      0,       1674
18,           15,      513,       0,      0,        513
18,           16,     1078,       0,      0,       1078
18,           17,      545,       0,      0,        545
18,           18,      546,       0,      0,        546
18,           19,      503,       0,      0,        503


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
19,            0,      800,    1835,      0,       2635
19,            1,      924,       0,      0,        924
19,            2,     1676,     307,      0,       1983
19,            3,     2047,     259,    741,       3047
19,            4,      403,       0,      0,        403
19,            5,      419,       0,      0,        419
19,            6,      443,       0,      0,        443
19,            7,      425,       0,      0,        425
19,            8,      939,       0,      0,        939
19,            9,      677,     422,      0,       1099
19,           10,     1491,       0,      0,       1491
19,           11,      372,       0,      0,        372
19,           12,      447,       1,      0,        448
19,           13,      533,       0,      0,        533
19,           14,     1665,       0,      0,       1665
19,           15,      514,       0,      0,        514
19,           16,     1078,       0,      0,       1078
19,           17,      544,       0,      0,        544
19,           18,      541,       0,      0,        541
19,           19,      499,       0,      0,        499


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
20,            0,      785,    1958,      0,       2743
20,            1,      892,       0,      0,        892
20,            2,     1642,     312,      0,       1954
20,            3,     1958,     286,    801,       3045
20,            4,      405,       0,      0,        405
20,            5,      411,       0,      0,        411
20,            6,      438,       0,      0,        438
20,            7,      411,       0,      0,        411
20,            8,      931,       0,      0,        931
20,            9,      654,     448,      0,       1102
20,           10,     1497,       0,      0,       1497
20,           11,      360,       0,      0,        360
20,           12,      453,       1,      0,        454
20,           13,      516,       0,      0,        516
20,           14,     1680,       0,      0,       1680
20,           15,      517,       0,      0,        517
20,           16,     1072,       0,      0,       1072
20,           17,      549,       0,      0,        549
20,           18,      534,       0,      0,        534
20,           19,      491,       0,      0,        491


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
21,            0,      765,    2078,      0,       2843
21,            1,      906,       0,      0,        906
21,            2,     1594,     328,      0,       1922
21,            3,     1871,     298,    858,       3027
21,            4,      413,       0,      0,        413
21,            5,      392,       0,      0,        392
21,            6,      448,       0,      0,        448
21,            7,      387,       0,      0,        387
21,            8,      919,       0,      0,        919
21,            9,      623,     483,      0,       1106
21,           10,     1511,       0,      0,       1511
21,           11,      344,       0,      0,        344
21,           12,      454,       0,      0,        454
21,           13,      517,       0,      0,        517
21,           14,     1657,       0,      0,       1657
21,           15,      513,       0,      0,        513
21,           16,     1058,       0,      0,       1058
21,           17,      550,       0,      0,        550
21,           18,      538,       0,      0,        538
21,           19,      497,       0,      0,        497


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
22,            0,      723,    2204,      0,       2927
22,            1,      896,       0,      0,        896
22,            2,     1561,     353,      0,       1914
22,            3,     1770,     313,    919,       3002
22,            4,      390,       0,      0,        390
22,            5,      378,       0,      0,        378
22,            6,      449,       0,      0,        449
22,            7,      396,       0,      0,        396
22,            8,      912,       0,      0,        912
22,            9,      613,     508,      0,       1121
22,           10,     1543,       0,      0,       1543
22,           11,      343,       0,      0,        343
22,           12,      441,       0,      0,        441
22,           13,      498,       0,      0,        498
22,           14,     1655,       0,      0,       1655
22,           15,      507,       0,      0,        507
22,           16,     1033,       0,      0,       1033
22,           17,      564,       0,      0,        564
22,           18,      535,       0,      0,        535
22,           19,      498,       0,      0,        498


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
23,            0,      726,    2319,      0,       3045
23,            1,      890,       0,      0,        890
23,            2,     1524,     389,      0,       1913
23,            3,     1712,     303,    977,       2992
23,            4,      382,       0,      0,        382
23,            5,      368,       0,      0,        368
23,            6,      458,       0,      0,        458
23,            7,      379,       0,      0,        379
23,            8,      881,       0,      0,        881
23,            9,      588,     540,      0,       1128
23,           10,     1548,       0,      0,       1548
23,           11,      329,       0,      0,        329
23,           12,      438,       0,      0,        438
23,           13,      489,       0,      0,        489
23,           14,     1611,       0,      0,       1611
23,           15,      510,       0,      0,        510
23,           16,     1028,       0,      0,       1028
23,           17,      553,       0,      0,        553
23,           18,      557,       0,      0,        557
23,           19,      503,       0,      0,        503


Day 3 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
24,            0,      709,    2439,      0,       3148
24,            1,      878,       0,      0,        878
24,            2,     1506,     411,      0,       1917
24,            3,     1626,     319,   1028,       2973
24,            4,      385,       0,      0,        385
24,            5,      364,       0,      0,        364
24,            6,      443,       0,      0,        443
24,            7,      383,       0,      0,        383
24,            8,      880,       0,      0,        880
24,            9,      556,     567,      0,       1123
24,           10,     1533,       0,      0,       1533
24,           11,      321,       0,      0,        321
24,           12,      426,       0,      0,        426
24,           13,      488,       0,      0,        488
24,           14,     1589,       0,      0,       1589
24,           15,      515,       0,      0,        515
24,           16,     1042,       0,      0,       1042
24,           17,      540,       0,      0,        540
24,           18,      561,       0,      0,        561
24,           19,      493,       0,      0,        493


Day 4 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 1,            0,      688,    2597,      0,       3285
 1,            1,      846,       0,      0,        846
 1,            2,     1474,     417,      0,       1891
 1,            3,     1535,     338,   1099,       2972
 1,            4,      374,       0,      0,        374
 1,            5,      351,       0,      0,        351
 1,            6,      433,       0,      0,        433
 1,            7,      376,       0,      0,        376
 1,            8,      868,       0,      0,        868
 1,            9,      524,     599,      0,       1123
 1,           10,     1512,       0,      0,       1512
 1,           11,      318,       0,      0,        318
 1,           12,      420,       0,      0,        420
 1,           13,      502,       0,      0,        502
 1,           14,     1619,       0,      0,       1619
 1,           15,      502,       0,      0,        502
 1,           16,     1035,       0,      0,       1035
 1,           17,      534,       0,      0,        534
 1,           18,      547,       0,      0,        547
 1,           19,      494,       0,      0,        494


Day 4 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 2,            0,      665,    2767,      0,       3432
 2,            1,      831,       0,      0,        831
 2,            2,     1430,     405,      0,       1835
 2,            3,     1477,     347,   1164,       2988
 2,            4,      360,       0,      0,        360
 2,            5,      343,       0,      0,        343
 2,            6,      432,       0,      0,        432
 2,            7,      362,       0,      0,        362
 2,            8,      851,       0,      0,        851
